book,group,keyword,page,ctx_before,ctx_after
xianzhi,A,退押,p-0037,"置第一批复员军人。11月24日“全县清匪反霸、喜租","工作开始.同时,废除旧乡保、甲制度,建立乡、村人民政权。12月6日_县人民政府在县城召开禁烟禁毒大会,宣布县禁烟禁毒委员会成立。当众烧毁鸦片烟具三大筐、鸦片烟86两5钱2分,公审烟毒犯黄玉书等3人。之后各区、乡成立戒烟所,至1951年底,县内大部分烟民到戒烟所登记并戒绝,一批烟毒"
xianzhi,A,废除旧乡保,p-0037,"1月24日“全县清匪反霸、喜租退押工作开始.同时,","、甲制度,建立乡、村人民政权。12月6日_县人民政府在县城召开禁烟禁毒大会,宣布县禁烟禁毒委员会成立。当众烧毁鸦片烟具三大筐、鸦片烟86两5钱2分,公审烟毒犯黄玉书等3人。之后各区、乡成立戒烟所,至1951年底,县内大部分烟民到戒烟所登记并戒绝,一批烟毒犯受到打击,销毁鸦片106"
xianzhi,A,大会,p-0037,"人民政权。12月6日_县人民政府在县城召开禁烟禁毒",",宣布县禁烟禁毒委员会成立。当众烧毁鸦片烟具三大筐、鸦片烟86两5钱2分,公审烟毒犯黄玉书等3人。之后各区、乡成立戒烟所,至1951年底,县内大部分烟民到戒烟所登记并戒绝,一批烟毒犯受到打击,销毁鸦片1064两,并收缴大批炯具和毒资(银圆)10911元。12月25日县城举行抗美援"
xianzhi,A,公审,p-0037,"立。当众烧毁鸦片烟具三大筐、鸦片烟86两5钱2分,","烟毒犯黄玉书等3人。之后各区、乡成立戒烟所,至1951年底,县内大部分烟民到戒烟所登记并戒绝,一批烟毒犯受到打击,销毁鸦片1064两,并收缴大批炯具和毒资(银圆)10911元。12月25日县城举行抗美援朝、保家卫国群众示威大游行。其后,广大青年踊跃报名参军赴朝作战。19851年1"
xianzhi,A,反对,p-0037,"战。19851年1月25日“县城举行保卫世界和平,","美帝侵略朝鲜的示威游行,有3000多名各界人士参加。1月下旬破获敌特组织“西南长官部巴山中美技术合作所“,速捕并处理骨干分子59人,登记自新830余人。1月“增设第八区。是时,全县共8区、58乡、524村。3月11日“国民党台湾当局飞机一架飞入县境上空,投下9种传单,共7000余"
xianzhi,A,处理,p-0037,"获敌特组织“西南长官部巴山中美技术合作所“,速捕并","骨干分子59人,登记自新830余人。1月“增设第八区。是时,全县共8区、58乡、524村。3月11日“国民党台湾当局飞机一架飞入县境上空,投下9种传单,共7000余份。3月15日苍(溪〉阅(中》公路开工兴建,10月10日建成通车。4月15日“民成工厂在县城建立,9月!日投产,从业"
xianzhi,A,自新,p-0037,"山中美技术合作所“,速捕并处理骨干分子59人,登记","830余人。1月“增设第八区。是时,全县共8区、58乡、524村。3月11日“国民党台湾当局飞机一架飞入县境上空,投下9种传单,共7000余份。3月15日苍(溪〉阅(中》公路开工兴建,10月10日建成通车。4月15日“民成工厂在县城建立,9月!日投产,从业人员60余人。翌年因资金"
xianzhi,A,国民党,p-0037,"。是时,全县共8区、58乡、524村。3月11日“","台湾当局飞机一架飞入县境上空,投下9种传单,共7000余份。3月15日苍(溪〉阅(中》公路开工兴建,10月10日建成通车。4月15日“民成工厂在县城建立,9月!日投产,从业人员60余人。翌年因资金不足停办。4月16日“中国人民抗美援朝苍溪分会成立。城乡开展“和平签名“运动,向安全"
xianzhi,A,土地改革,p-0037,"侯天金、徐世昌3人出席北京国庆观礼。10月川北行署","工作团,在胡健率领下到苍溪开展第三期土改,土改工作队员1200余人,组成5个分团、58个工作队,于11月7日分赴全县各地开展土地改革,至翌年4月结柬。11月“在县城原火神庙内(今县印刷厂址)建成25马力烧木炭单缸立式煤气机,配"
xianzhi,A,土改,p-0037,"北行署土地改革工作团,在胡健率领下到苍溪开展第三期",",土改工作队员1200余人,组成5个分团、58个工作队,于11月7日分赴全县各地开展土地改革,至翌年4月结柬。11月“在县城原火神庙内(今县印刷厂址)建成25马力烧木炭单缸立式煤气机,配"
xianzhi,A,大会,p-0038,"(旧版人民币)。2月20日“苍漫县首次劳动模范代表","在县城召开。2月29日县人民政府发布《关于使用人民币,禁止银圆、铜圆、镧币流通的布告》。春“苍溪县回龙场、土垭一带划入闻中县。阅中县白庙乡和新观乡祖家沟的阅中窝以及龙王乡的阅中坝,南江县的白山、黄猫、回龙三乡划入苍溪县。6月,昭化县的鹄溟、亭子、白桥、新龙四乡划入苍溪县。4月17"
xianzhi,X,训练,p-0038,"机的火电厂投产发电。是年中共苍溪县委举办第一期党建","班,至年底全县发展党员240人。1952年1月6日“三反“(反贪污、反浪费、反官像主义)运动在全县展开,至6月中旬结束,县、区千部中清出贪污分子425人,查出赃款和赃物折款共3.14亿元(旧版人民币)。2月20日“苍漫县首次劳动模范代表大会在县城召开。2月29日县人民政府发布《关"
xianzhi,A,大会,p-0039,"量,计划供应。9月6日“苍漫县第一届第一次人民代表","在县城召开。出席代表310人。9月“南充专署电影放映队1102小队留驻苍溪,1957年,下放给苍溪县管理,编为苍溪县电影一队,同时成立县电影二、三队,负质全县巡回放映。9月“苍漫县实行棉布统购统销。棺布和棺纱制品一律实行以人定量,凭证供应。是年“全县试办起39个初级农业生产合作社"
xianzhi,A,反对,p-0039,"少将军衔的有伍国仲、李明。2月10日“开展全县性的","美帝国主义使用原子武器的签名运动。至月底,参加签名的31.78万人,约占全县总人口的74%%。2月22日“县成立“发行新币办公室“,3月1日在全县正式发行新版人民币。I旧版人民币1万元兑换新版人民币1元。3月“全县各乡先后召开乡人民代表大会,贯彻粮食定产、定购,三年不变,定销一年"
xianzhi,A,公安,p-0039,"月开始对城镇非农业人口实行粮食定量供应。.6月“县","机关破获“紫霞坛“反革命案,对首犯范良侯等速搬法办。7月12日改各区序号为用区公所所在地地名称呼,如一区为城郊区,六区为东溟区、十区为文昌区。是年12月23日撒销岳东区和28个乡以及东溪、元坝2镇。全县为9区、59乡、1镇(城关镇)。7月中旬至8月“全县开展社会镇反运动。9月16"
xianzhi,A,反革命,p-0039,"实行粮食定量供应。.6月“县公安机关破获“紫霞坛“","案,对首犯范良侯等速搬法办。7月12日改各区序号为用区公所所在地地名称呼,如一区为城郊区,六区为东溟区、十区为文昌区。是年12月23日撒销岳东区和28个乡以及东溪、元坝2镇。全县为9区、59乡、1镇(城关镇)。7月中旬至8月“全县开展社会镇反运动。9月16日“苍溪县人民政府改名为"
xianzhi,A,法办,p-0039,"公安机关破获“紫霞坛“反革命案,对首犯范良侯等速搬","。7月12日改各区序号为用区公所所在地地名称呼,如一区为城郊区,六区为东溟区、十区为文昌区。是年12月23日撒销岳东区和28个乡以及东溪、元坝2镇。全县为9区、59乡、1镇(城关镇)。7月中旬至8月“全县开展社会镇反运动。9月16日“苍溪县人民政府改名为苍溪县人民委员会。〉12月"
xianzhi,A,镇反,p-0039,"9乡、1镇(城关镇)。7月中旬至8月“全县开展社会","运动。9月16日“苍溪县人民政府改名为苍溪县人民委员会。〉12月“城郊乡麻岭水库破土动工,为苍溪县自行设计、施工修建的第一座小型水库。12月“云峰乡张家坪建起全县第一个高级农业生产合作社,取消土地分红。1955年1月14日“在全县5900多名供薪人员中分期分批开展“肃反“和“审干"
xianzhi,A,大会,p-0040,"社首次试养柞蚕成功。5月29日中共苍溪县第一次代表","在县城召开。6月1日《苍溪报》创刊,每5天出一期。1957年7月停办。1958年复刊后改为《苍溪县跃进报》,1959年7月24日改为《红星报》,1961年3月停办。7月20日至10月20日“全县行政人员工资进行改革,重点解决工资级别与干部职务不相称的问题。10月_县水利科在庙垭乡"
xianzhi,A,会议,p-0040,"龙王乡健康社主任侯永海出席全国首次农业劳动模范代表","。8月18日“石门乡利民水库管理员马三林为水库堵潘光荣献身。翌年8月18日其父马清武在同一水库也因堵漏光荣献身。当地政府和群众为纪念他们父子俩,将水库改名“三林水库“。8月28日“县委成立整风领导小组和办公室。8月31日县委召开县级机关干部整风动员大会.运动逐步由“大鸣大放“转人"
xianzhi,A,斗争,p-0040,"大放,对言词“偏激“的进行教育,“过激“的进行批判","。1958年7月运动结林,在干部和教职工中划“右派分子“214个,在生产队干部和企业职工中共划出“反社会主义分子“1000多人。运动中发生反右派斗争扩大化错误,误伤了一批干部、职工和群众。11月1日苍(溪)龙(山)公路开工修建,翌年8月3日通车。至1958年底修通苍(涉)永(宁)"
xianzhi,A,大会,p-0041,"“26。苍溪县志开既进督师",",成立“万斤田“指择部,出现了大撂“万斤亩“的韶赛高潮,高指标、浮夸风逐步升级。3月1日_县人民医院外科第一例肠梗阻手术,1964年5月第一例胃大部切除手术均获成功.1975年10月首例心包剥离手术成功和开展第一例食管癌根治术.1978年1月首例肺叶切除术成功。1985年1月17"
xianzhi,A,公安,p-0041,"公共食堂在郊区东台农业生产合作社开办。7月21日县","部门取缔反动会道门“明理道““万金堂“两个支系。7月“全县大办工业,建工厂417个,其中全民62个、集体335个.8月29日“以城郊乡为基础,吸收城关镇西城社等29个农业合作社,建成苍溪县第一个人民公社一一红旗人民公社,10月1日,全县60个乡建立“政社合一“的人民公社,实现人民"
xianzhi,A,会道门,p-0041,"台农业生产合作社开办。7月21日县公安部门取缔反动","“明理道““万金堂“两个支系。7月“全县大办工业,建工厂417个,其中全民62个、集体335个.8月29日“以城郊乡为基础,吸收城关镇西城社等29个农业合作社,建成苍溪县第一个人民公社一一红旗人民公社,10月1日,全县60个乡建立“政社合一“的人民公社,实现人民公社化。9月“全县"
xianzhi,A,会议,p-0042,"队、生产队1923人参加的五级扩干会,贯彻中央郑州","精神。会后,全县各公社实行权力下放,三级管理,三级核算,队为基础。《月17日“开始全面贯彻中共中央《农村人民公社工作条例(草案)》(简称“农业六十条“)。12月落实农村土地、山林、耕牛、农具固定到生产队的四固定政策。"
xianzhi,A,处理,p-0043,"单位就餐的历史习惯。7月8日“全县整风整社运动组织","结束。全县共有农村基层干部(公社以下至生产队会计以上)19582人,其中犯有严重违法乱纪、强迫命令等错误受处分的约占8%%。是年为集运外调粮食支援大城市、工矿区和其他灾区,1959年至是年底,共调出粮食1.48亿公斤(贸易粮)。1962年3月22日“恢复蟠龙、回龙、小新、白垭、登"
xianzhi,A,会议,p-0044,"0月副县长王秀昌出席林业部在北京召开的全国油桐生产","。10月苍溪县城市“四清“工作开始。12月5日“苍溪县第一座小型水电站一一两河电站开工修建。1966年10月1日第一台机组建成发电,县火电厂停办.1970年4月8日第二台机组(装机容量1360十瓦)、1981年5月27日第三台机组、1986年8月22日第四台机组建成发电,完成终期"
xianzhi,A,大会,p-0044,"(今麻岭村)小学教师石鉴元当选为第三届全国人民代表","代表。[1985年4月下旬国家计委主任余秋里在中共四川省委候补书记张立行、南充地委书记卫广平陪同下来苍溪视察工作。6月27日“在县城北龚家山脚下建修的老红军住宅峻工,离休回乡红军老战士迁进新居。8月29日“全县试行亦工亦农轮换工、合同工制度.苍溪给西南铁路局调轮换工、合同工360"
xianzhi,A,会上,p-0044,"炸,伤20人,死8人,毁房5间。5月“在四川省水利",",副省长李林枝向全省介绍苍溪“翻山田界翻山水“,整治冬水田经验,推广苍溪农村木榔头和扯板子等保冬水田农具。5月19日“成立县“文化大革命“领导小组。"
xianzhi,A,破坏,p-0045,"左“的文章和口号煞动下,全县大批文物古迹、古建筑被","。6月县委派工作组到各中学领导“文化大革命“。7月苍溪中学学生开始建立“红卫兵“组织;全县公办中学教职工到南充集训,回校后全部集中到县农机厂和歧坪农场“劳动改造“。7月至10月“苍滓县先后派出提灌机手和支摒提灌机械55台为广安、岳池等县抗晓。7月21日_县超英机械厂改建为县农业机"
xianzhi,A,大会,p-0045,"“造反派“组织在苍溪中学外操场联合召开批斗一副县长","。会上因意见分歧形成观点对立的两大派。1月24日“造反派“组织夺县委、县人委党政大权。从此,尾层夺权,机构瘫瘀。2月26日“县内发生流行性脑膜炎。2月!日至是日,发病364例,死亡38例,县卫生防疫部门迅速组织力量扑灭和预防。2月“中国人民解放军苍溪县人民武装部受命“三支两军“("
xianzhi,A,会上,p-0045,"派“组织在苍溪中学外操场联合召开批斗一副县长大会。","因意见分歧形成观点对立的两大派。1月24日“造反派“组织夺县委、县人委党政大权。从此,尾层夺权,机构瘫瘀。2月26日“县内发生流行性脑膜炎。2月!日至是日,发病364例,死亡38例,县卫生防疫部门迅速组织力量扑灭和预防。2月“中国人民解放军苍溪县人民武装部受命“三支两军“(即支左"
